2017-11-12T08:30:01.000Z,10,3164460,64815,1837,3928,1
2017-11-12T20:19:24.000Z,24,4972464,307330,4581,37509,1
2017-11-12T15:00:05.000Z,26,3897195,31125,2771,3665,1
2017-11-14T16:30:00.000Z,24,303877,1658,287,201,1
2017-11-13T14:53:22.000Z,25,384635,3820,510,2833,1
2017-11-14T18:17:29.000Z,25,249090,5491,506,2767,1
2017-11-14T03:00:05.000Z,24,352054,11598,118,948,1
2017-11-10T19:00:02.000Z,10,5776317,278236,9262,29761,1
2017-11-14T21:30:00.000Z,15,128316,5972,164,2049,1
2017-11-12T20:45:52.000Z,22,27497,706,51,35,1
2017-11-14T19:00:02.000Z,25,115736,4186,530,1276,1
2017-11-14T16:42:06.000Z,25,275726,13083,4637,3290,1
2017-11-14T06:21:08.000Z,25,107318,876,70,52,1
2017-11-14T15:00:00.000Z,43,591632,3231,1327,1030,1
2017-11-12T23:18:18.000Z,24,1001985,36944,506,3260,1
2017-11-14T22:38:38.000Z,23,370423,2904,439,1512,1
2017-11-13T17:11:30.000Z,27,419965,9805,1337,5457,1
2017-11-14T16:26:25.000Z,24,404217,2295,328,764,1
2017-11-15T02:01:47.000Z,24,70987,889,6,380,1
2017-11-13T19:07:23.000Z,28,758998,19138,2272,2873,1
2017-11-14T10:57:38.000Z,22,11810,1,0,0,1
2017-11-14T16:18:01.000Z,25,157049,2197,169,257,1
2017-11-14T20:29:58.000Z,19,148993,5019,84,435,1
2017-11-14T18:17:21.000Z,27,246591,6281,291,1472,1
2017-11-13T17:00:04.000Z,22,198004,15812,275,1982,1
2017-11-14T16:32:12.000Z,24,89444,753,45,666,1
2017-11-14T04:13:56.000Z,10,61778,375,29,283,1
2017-11-13T23:53:36.000Z,27,48421,2978,949,1073,1
2017-11-14T16:05:16.000Z,27,167426,10576,106,626,1
2017-11-11T16:00:44.000Z,22,1893816,60703,2028,4333,1
2017-11-14T16:51:26.000Z,28,623627,47807,983,2279,1
2017-11-09T11:04:14.000Z,10,39082222,1721384,23137,90352,1
2017-11-12T21:50:37.000Z,28,1099318,26813,1047,3827,1
2017-11-14T16:23:27.000Z,17,545806,4193,448,1842,1
2017-11-14T04:27:03.000Z,10,810533,18996,1044,899,1
2017-11-15T02:17:29.000Z,28,577618,37369,1715,6457,1
2017-11-14T19:43:09.000Z,23,133345,10065,96,595,1
2017-11-14T03:09:30.000Z,17,2010343,9400,540,2483,1
2017-11-14T21:07:34.000Z,22,446733,33259,994,2855,1
2017-11-14T16:09:35.000Z,24,166512,3165,138,1021,1
2017-11-13T14:00:23.000Z,1,2671756,12699,505,1010,1
2017-11-13T05:53:49.000Z,17,41029,296,32,33,1
2017-11-14T18:30:01.000Z,23,187643,9323,86,350,1
2017-11-14T20:38:55.000Z,25,10093,124,31,192,1
2017-11-12T12:20:39.000Z,1,1651358,41670,1410,1545,1
2017-11-14T00:00:01.000Z,23,560691,18085,180,5465,1
2017-11-13T15:59:23.000Z,20,33754,83,24,14,1
2017-11-14T00:17:39.000Z,22,913840,9438,1240,4157,1
2017-11-13T11:21:32.000Z,25,29014,1954,85,433,1
2017-11-14T21:15:52.000Z,22,55192,4684,39,1183,1
2017-11-12T00:01:11.000Z,23,399491,6240,326,287,1
2017-11-15T01:18:41.000Z,25,76484,1798,240,1251,1
2017-11-14T16:53:43.000Z,24,15431,267,2,13,1
2017-11-11T02:00:00.000Z,22,4734409,60348,2844,2248,1
2017-11-12T00:26:46.000Z,22,5156718,198368,200391,74776,1
2017-11-13T11:39:04.000Z,24,668826,26926,401,4650,1
2017-11-14T21:30:17.000Z,1,157590,14465,79,5723,1
2017-11-14T18:57:46.000Z,24,136789,295,13,37,1
2017-11-14T21:24:22.000Z,24,334598,15069,154,2106,1
2017-11-13T05:29:52.000Z,23,523181,19398,238,3140,1
2017-11-15T00:09:44.000Z,26,49231,3388,28,398,1
2017-11-12T18:20:00.000Z,24,418230,29932,186,2275,1
2017-11-14T18:18:21.000Z,17,4851,31,0,0,1
2017-11-14T05:50:23.000Z,24,96334,483,40,103,1
2017-11-14T05:31:02.000Z,22,66438,216,76,201,1
2017-11-14T16:00:06.000Z,24,104643,259,84,143,1
2017-11-14T05:00:52.000Z,23,567803,43269,4038,2872,1
2017-11-14T14:00:05.000Z,24,347848,10046,84,433,1
2017-11-14T02:00:01.000Z,24,391642,4378,371,1553,1
2017-11-13T23:21:22.000Z,28,1663206,38322,3867,9107,1
2017-11-13T17:00:06.000Z,23,405955,30369,926,4523,1
2017-11-13T17:48:20.000Z,25,286273,1264,335,782,1
2017-11-13T15:08:54.000Z,24,1544710,12417,803,2186,1
2017-11-13T02:17:01.000Z,24,16825,102,23,36,1
2017-11-12T15:59:38.000Z,24,815179,32264,3313,3487,1
2017-11-14T16:55:21.000Z,24,109639,722,139,34,1
2017-11-12T04:24:34.000Z,10,249735,5642,137,1041,1
2017-11-14T22:36:08.000Z,24,45662,219,57,63,1
2017-11-15T01:01:49.000Z,2,214480,20837,614,2439,1
2017-11-13T20:00:03.000Z,27,533561,15499,905,2642,1
2017-11-13T14:43:47.000Z,23,198666,1110,389,1020,1
2017-11-15T00:33:32.000Z,22,52967,3083,49,792,1
2017-11-15T00:05:15.000Z,24,1013926,43638,378,4737,1
2017-11-14T14:18:15.000Z,25,124697,906,49,286,1
2017-11-13T16:03:55.000Z,26,6236,28,6,3,1
2017-11-14T20:38:07.000Z,24,339499,3298,438,1070,1
2017-11-14T00:01:23.000Z,23,185267,14896,65,835,1
2017-11-07T22:20:32.000Z,2,37857,163,14,53,1
2017-11-13T20:00:02.000Z,23,697151,56579,307,5556,1
2017-11-13T22:00:00.000Z,23,179243,14112,240,2245,1
2017-11-13T09:21:27.000Z,19,571588,386,47,113,1
2017-11-13T03:29:09.000Z,2,166458,1825,112,194,1
2017-11-12T04:30:01.000Z,10,1215475,18646,697,419,1
2017-11-14T07:26:40.000Z,24,643350,33747,443,4054,1
2017-11-13T14:29:49.000Z,24,203345,573,133,804,1
2017-11-13T03:00:01.000Z,24,102591,1766,33,362,1
2017-11-14T22:02:31.000Z,17,584612,2102,186,546,1
2017-11-13T17:00:38.000Z,23,860583,98526,801,11224,1
2017-11-14T18:45:58.000Z,43,437979,8787,287,1616,1
2017-11-14T18:47:19.000Z,25,37593,146,23,20,1
2017-11-11T16:00:37.000Z,22,4200230,140100,1996,10522,1
2017-11-13T04:56:26.000Z,24,5792827,48443,1230,1835,1
2017-11-13T05:45:26.000Z,17,1012191,7769,362,1528,1
2017-11-13T21:13:20.000Z,22,116314,3819,73,368,1
2017-11-12T17:00:02.000Z,20,1088925,90341,632,4634,1
2017-11-13T14:09:17.000Z,23,30843,80,45,9,1
2017-11-13T20:15:12.000Z,25,51102,437,51,1016,1
2017-11-13T07:13:54.000Z,23,149138,2624,67,194,1
2017-11-12T15:36:51.000Z,29,311936,2627,1196,3621,1
2017-11-14T17:59:25.000Z,25,58633,1189,93,842,1
2017-11-12T00:40:37.000Z,22,639326,38129,1348,3211,1
2017-11-10T16:59:30.000Z,10,1670638,46666,679,2595,1
2017-11-14T09:35:00.000Z,24,86797,1668,5,67,1
2017-11-13T06:40:07.000Z,24,250174,2671,126,574,1
2017-11-13T05:08:40.000Z,10,1562510,50710,1002,1246,1
2017-11-15T03:09:14.000Z,24,474689,7061,368,1202,1
2017-11-14T05:05:32.000Z,17,454790,14853,133,1383,1
2017-11-14T15:30:01.000Z,24,289855,1924,176,287,1
2017-11-14T13:44:47.000Z,17,309388,2908,201,2214,1
2017-11-14T20:00:05.000Z,25,86826,1167,77,692,1
2017-11-14T22:07:58.000Z,25,46905,228,29,0,1
2017-11-14T16:04:08.000Z,23,527677,38597,416,1422,1
2017-11-14T22:12:15.000Z,26,41534,8542,26,2597,1
2017-11-10T15:00:00.000Z,10,12974558,216320,17751,12133,1
2017-11-14T23:43:08.000Z,22,250837,3775,5313,3493,1
2017-11-13T15:37:55.000Z,1,148959,3635,67,565,1
2017-11-14T17:44:29.000Z,17,241896,3049,142,1683,1
2017-11-13T15:00:00.000Z,24,988066,31614,761,3424,1
2017-11-14T17:00:03.000Z,10,84605,4338,268,333,1
2017-11-14T01:22:34.000Z,17,617754,1923,168,1388,1
2017-11-12T17:51:45.000Z,26,2010012,111876,1169,20228,1
2017-11-14T01:46:15.000Z,25,114216,4319,66,4940,1
2017-11-14T03:07:36.000Z,25,13742,81,22,0,1
2017-11-13T13:57:51.000Z,2,821725,24922,758,5352,1
2017-11-13T13:46:37.000Z,29,1898,0,0,0,1
2017-11-13T19:00:02.000Z,20,192550,16263,169,1870,1
2017-11-11T19:38:28.000Z,24,790665,32185,1318,5428,1
2017-11-14T04:40:26.000Z,26,220893,15261,70,1832,1
2017-11-13T15:24:03.000Z,25,52926,410,30,237,1
2017-11-15T02:00:26.000Z,26,110981,4590,75,315,1
2017-11-12T15:46:02.000Z,22,351660,527,125,275,1
2017-11-12T15:30:01.000Z,24,233803,12837,297,4073,1
2017-11-14T02:48:49.000Z,28,306485,9573,396,3148,1
2017-11-14T17:04:02.000Z,24,163926,1118,150,390,1
